ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,choline_tot_mg,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,vit_k_ug,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,refuse_pct
6209,"CAMPBELL'S,98% FAT FREE CRM OF BROCCOLI SOUP,COND",86.6,56,1.61,1.61,2.11,8.06,1.6,0.81,16,0,,,,565,,,,,0,,,,,,,,,,,,81,,,,,,,,,,,,0.403,,,4,124,".5 cup, condensed",,,0
6210,"SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME MILK",86.46,66,2.29,3.91,1.49,5.86,0.3,,75,0.28,9,61,125,272,0.08,0.062,0.102,1.9,0.6,0.03,0.1,0.176,0.61,0.026,3,0,3,3,,0.2,186,,,,,,,,,,,,1.59,0.99,1.07,13,248,"1 cup,  (8 fl oz)",602,"1 can,  (10.75 oz), prepared",0
6211,"SOUP,CHS,CND,PREP W/ EQ VOLUME MILK",82.44,92,3.77,5.8,1.52,6.47,0.4,,115,0.32,8,100,136,406,0.27,0.056,0.103,2.8,0.5,0.025,0.133,0.2,0.19,0.031,4,0,4,4,,0.17,495,143,142,,,,,,,,,,3.63,1.63,0.18,19,251,1 cup,609,"1 can,  (11 oz), prepared",0
6212,"CAMPBELL'S,25% LESS NA CHICK NOODLE SOUP,COND",87.8,49,2.9,1.29,1.7,6.3,0.8,0.6,12,0.6,9,35,66,446,0.2,,,,0,,,,,,,,,,,,176,,,,,,,,,,,,0.4,0.6,0.3,12,126,".5 cup, condensed",,,0
6213,"CAMPBELL'S RED&WHITE,25% LESS NA TOMATO SOUP,COND",80.6,73,1.61,0,1.66,16.13,0.8,9.68,0,0.29,,,290,387,,,,,4.8,,,,,,,,,,,,403,,,,,,,,,,,,0,,0,,124,"1 serving, 1/2 cup",,,0
6214,"CAMPBELL'S,25% LESS NA CRM OF MUSHROOM SOUP,COND",84.2,89,1.61,6.45,1.3,6.45,1.6,0.81,0,0,,,105,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,2.419,3.226,4,124,".5 cup, condensed",,,0
6215,"CAMPBELL'S,98% FAT FREE BROCCOLI CHS SOUP,COND",86.6,56,1.61,1.21,1,9.68,0.8,2.42,32,0,,,573,387,8.47,,,,0,,,,,,,,,,,,806,,,,,,,,,,,,0.806,0,0,4,124,".5 cup, condensed",,,0
1151,"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",90.84,34,3.37,0.08,0.75,4.96,0,5.09,122,0.03,11,101,156,42,0.42,0.013,0.003,3.1,0,0.045,0.182,0.094,0.357,0.037,5,0,5,5,15.6,0.5,15,2,1,0,7,0,0,0,0.01,0,0,0,0.051,0.021,0.003,2,245,1 cup,980,1 quart,0
6216,"SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK",84.83,77,3.01,4.62,1.51,6.04,0.1,,73,0.27,7,61,110,362,0.27,0.056,0.153,,0.5,0.03,0.104,0.372,0.23,0.027,3,0,3,3,,0.22,288,,,,,,,,,,,,1.87,1.8,0.66,11,248,"1 cup,  (8 fl oz)",31,1 fl oz,0
6217,"SOUP,VEG,CND,LO NA,COND",82.79,65,2.2,0.9,2,12.11,2.1,4.31,20,0.66,25,45,433,385,0.4,0.232,0.25,4,0.8,0.109,0.092,1.54,0.346,0.167,12,1,12,13,9,0,1721,86,0,314,875,2,13848,45,1.43,0,0,4.2,0.147,0.203,0.403,0,126,.5 cup,,,0
6218,"CAMPBELL'S,98% FAT FREE CRM OF CELERY SOUP,COND",85.9,56,0.81,2.42,3.62,7.26,1.6,0.81,16,,,,484,387,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,0.806,0.403,1.21,4,124,".5 cup, condensed",,,0
6219,"CAMPBELL'S,98% FAT FREE CRM OF CHICK SOUP,COND",87.09,55,1.8,2.02,1.63,7.46,0.4,0.5,11,0.23,6,23,33,575,0.17,,,,0.2,,,,,,,,,,,,415,,,,,,,,,,,,0.56,0.57,0.76,4,124,".5 cup, condensed",,,0
6220,"PREGO PASTA,CHNKY GRD MSHRM & GRN PPPR ITAL SAU,RTS",82.5,69,1.54,2.31,3.2,10,2.3,7.69,15,0.55,,,308,362,,,,,2.8,,,,,,,,,,,,385,,,,,,,,,,,,0,,,0,130,"1 serving, 1/2 cup",,,0
6221,"PREGO PASTA,CHUNKY GARDEN MUSHROOM ITALIAN SAU,RTS",78.8,69,1.54,2.31,7.35,10,2.3,7.69,0,0.55,,,354,354,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.385,0.385,1.154,0,130,"1 serving, 1/2 cup",,,0
6222,"PREGO PASTA,DICED ONION & GARLIC ITAL SAU,RTS",79.7,92,1.54,3.46,1.45,13.85,2.3,9.23,31,0.55,,,338,369,,,,,0.9,,,,,,,,,,,,577,,,,,,,,,,,,1.154,,,0,130,"1 serving, 1/2 cup",,,0
6223,"PREGO PASTA,FLAV W/ MEAT ITAL SAU,RTS",83.5,62,1.54,1.92,2.7,10,2.3,7.69,15,0.83,,,277,369,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.385,,,4,130,"1 serving, 1/2 cup",,,0
6224,"PREGO PASTA,FRSH MUSHROOM ITAL SAU,RTS",84,54,1.54,1.15,3.02,10,2.3,8.46,15,0.55,,,269,369,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.769,,,0,130,"1 serving, 1/2 cup",,,0
6225,"PREGO PASTA,GARLIC SUPREME ITAL SAU,RTS",80.6,85,1.54,3.08,1.71,13.08,2.3,10,31,0.83,,,315,408,,,,,0.9,,,,,,,,,,,,385,,,,,,,,,,,,1.154,,,0,130,"1 serving, 1/2 cup",,,0
1152,"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",87.71,56,3.95,1.98,0.87,5.49,0,,143,0.06,15,112,182,59,0.41,0.011,0.002,2.6,1.1,0.045,0.194,0.101,0.339,0.046,5,0,5,5,,0.39,75,17,16,,,,,,,,,,1.232,0.065,0.009,8,245,1 cup,980,1 quart,0
6226,"PREGO PASTA,ITAL SAUSGE & GARLIC ITAL SAU,RTS",82.5,72,2.4,2.4,2.2,10.4,2.4,8,16,0.58,,,312,384,,,,,1,,,,,,,,,,,,400,,,,,,,,,,,,0.8,,,4,125,"1 serving, 1/2 cup",,,0
6228,"PREGO PASTA,MINI MEATBALL ITAL SAU,RTS",82,77,3.08,2.31,2.82,10,2.3,7.69,15,0.83,,,277,369,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.769,,,4,130,"1 serving, 1/2 cup",,,0
6229,"PREGO PASTA,MUSHRM & GRLIC ITAL SAU,RTS",84,62,1.54,1.92,2.38,10,2.3,7.69,15,0.55,,,331,362,,,,,0.9,,,,,,,,,,,,385,,,,,,,,,,,,0,,,0,130,"1 serving, 1/2 cup",,,0
6230,"SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK",85.49,61,3.24,2.02,1.79,7.46,0.3,2.81,70,1.21,12,173,179,273,0.43,0.118,0.087,4.4,2.1,0.081,0.176,0.794,0.296,0.07,9,0,9,9,11.8,4.84,127,37,37,0,2,0,0,1,0.22,0.6,25,0.5,1.094,0.268,0.513,7,252,"1 serving, 1 cup",31.5,1 fl oz,0
6231,"PREGO PASTA,MUSHRM & PARMESAN ITALIAN SAU,RTS",76.6,104,2.4,2.8,0.6,17.6,2.4,10.4,48,0.86,,,376,384,,,,,1,,,,,,,,,,,,600,,,,,,,,,,,,1.2,,,4,125,"1 serving, 1/2 cup",,,0
6232,"PREGO PASTA,ORGANIC MUSHROOM ITALIAN SAU,RTS",84.5,72,1.6,2.4,1.5,10.4,3.2,7.2,16,0.58,,,360,376,,,,,3.8,,,,,,,,,,,,600,,,,,,,,,,,,0.4,,,0,125,"1 serving, 1/2 cup",,,0
6233,"PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS",83,72,1.6,2.4,2.5,10.4,3.2,7.2,32,0.58,,,320,376,,,,,4.8,,,,,,,,,,,,600,,,,,,,,,,,,0.385,,,0,125,"1 serving, 1/2 cup",,,0
6234,"PREGO PASTA,HEART SMRT- RICOTTA PMESAN ITLN SAU,RTS",83,72,2.4,2,2,10.4,2.4,8,48,0.58,,,328,288,,,,,1.9,,,,,,,,,,,,400,,,,,,,,,,,,0.8,,,4,125,"1 serving, 1/2 cup",,,0
6235,"PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS",83.5,69,1.54,2.31,2.5,10,2.3,6.92,15,0.55,,,308,354,,,,,1.8,,,,,,,,,,,,577,,,,,,,,,,,,0,,,0,130,"1 serving, 1/2 cup",,,0
6236,"PREGO PASTA,RSTD GARLIC PARMESAN ITAL SAU,RTS",83.7,77,2.31,0.77,2.9,10,2.3,7.69,31,0.55,,,308,369,,,,,0.9,,,,,,,,,,,,577,,,,,,,,,,,,0.385,,,4,130,"1 serving, 1/2 cup",,,0
1153,"MILK,CND,EVAP,W/ VIT A",74.04,134,6.81,7.56,1.55,10.04,0,,261,0.19,24,203,303,106,0.77,0.016,0.006,2.3,1.9,0.047,0.316,0.194,0.638,0.05,8,0,8,8,,0.16,397,,,,,,,,,,,,4.591,2.335,0.245,29,31.5,1 fl oz,126,.5 cup,0
6237,"PREGO PASTA,H ST- RSTD RED PR GRLIC ITLIAN SAU,RTS",83.5,56,1.6,1.2,2.9,10.4,2.4,7.2,16,0.58,,,328,288,,,,,1.9,,,,,,,,,,,,800,,,,,,,,,,,,0,,,0,125,"1 serving, 1/2 cup",,,0
6239,"PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS",83.5,64,1.6,2,2.9,9.6,2.4,7.2,16,0.58,,,320,336,,,,,1,,,,,,,,,,,,400,,,,,,,,,,,,0,,,0,125,"1 serving, 1/2 cup",,,0
6240,"PREGO PASTA,ZESTY MUSHROOM ITALIAN SAU,RTS",80.2,85,1.54,2.69,1.72,13.85,2.3,9.23,15,0.28,,,354,408,,,,,0,,,,,,,,,,,,385,,,,,,,,,,,,0.769,,,0,130,"1 serving, 1/2 cup",,,0
6241,"CAMPBELL'S,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS",85.3,61,4.08,1.22,0.82,8.57,2,1.22,8,0.29,,,,367,,,,,0.5,,,,,,,,,,,,2041,,,,,,,,,,,,0.612,,,8,245,"1 serving, 1 cup",,,0
6242,"CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP",84.7,78,3.27,3.67,1.01,7.35,1.2,0.82,8,0,,,,363,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,0.816,,,10,245,"1 serving, 1 cup",,,0
6243,"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",87.04,65,2.36,3.58,1.26,5.76,0.3,2.82,68,0.1,7,59,103,357,0.31,0.013,0.025,2.7,0.1,0.026,0.104,0.214,0.255,0.027,3,0,3,3,13.2,0.28,102,30,30,0,2,0,0,2,0.26,0.7,29,9.6,1.116,0.877,1.435,4,252,"1 serving, 1 cup",31.5,1 fl oz,0
6244,"CAMPBELL'S, CHNKY MICRO BOWLS,CLSSC CHIC NOODL,RTS",88.9,45,2.45,1.22,1.3,5.71,0.8,1.22,8,0,,,,322,,,,,0,,,,,,,,,,,,1224,,,,,,,,,,,,0.408,,,10,245,"1 serving, 1 cup",,,0
6245,"CAMPBELL'S, CHNKY MICRO BOWL,GRLLD CHIC&SAUS GMBO,RTS",87.8,57,2.86,1.63,0.7,7.35,0.4,2.04,16,0.15,,,,318,,,,,0,,,,,,,,,,,,163,,,,,,,,,,,,0.816,,,6,245,"1 serving, 1 cup",,,0
6246,"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK",84.5,75,2.74,3.78,1.5,7.4,0.3,,72,0.28,9,62,125,405,0.25,0.06,0.1,,1,0.039,0.11,0.244,0.28,0.03,9,0,9,9,,0.2,182,21,14,,,,,,,,,,1.63,1.32,0.64,13,248,"1 cup,  (8 fl oz)",602,"1 can,  (10.75 oz), prepared",0
6248,"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK",88.94,55,2.51,3.24,1.34,3.99,0,,68,0.43,8,66,96,425,4.22,0.655,0.151,,1.8,0.027,0.095,0.137,0.2,0.026,4,0,4,4,,1.07,92,23,22,,,,,,,,,,2.06,0.85,0.13,13,245,"1 cup,  (8 fl oz)",595,"1 can,  (10.5 oz), prepared",0
1154,"MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",3.16,362,36.16,0.77,7.93,51.98,0,51.98,1257,0.32,110,968,1794,535,4.08,0.041,0.02,27.3,6.8,0.415,1.55,0.951,3.568,0.361,50,0,50,50,169.2,4.03,2179,653,653,0,1,0,0,0,0,11,440,0.1,0.499,0.2,0.03,20,30,.25 cup,120,1 cup,0
6249,"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK",77.93,94,4.97,2.77,1.65,12.69,1.1,,68,0.79,22,94,148,352,0.69,0.154,0.26,,1.1,0.061,0.105,0.528,0.22,0.041,3,0,3,3,,0.17,140,,,,,,,,,,,,1.58,0.86,0.21,7,254,"1 cup,  (8 fl oz)",616,"1 can,  (11.25 oz), prepared",0
6250,"CAMPBELL'S, CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS",84.2,82,2.45,4.9,1.11,6.94,1.2,0.41,33,0.73,,,,355,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,1.02,,,4,245,"1 serving, 1 cup",,,0
6251,"CAMPBELL'S,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS",89,41,2.86,0.61,1.41,5.71,1.2,1.63,16,0.44,,,,359,,,,,0,,,,,,,,,,,,1224,,,,,,,,,,,,0.204,,,4,245,"1 serving, 1 cup",,,0
6252,"CAMPBELL'S,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS",85.3,57,3.27,1.43,2.4,7.35,1.2,1.63,8,0.44,,,,327,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,0.612,,,6,245,"1 serving, 1 cup",,,0
6253,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK",86.67,60,2.33,2.6,1.47,6.92,0.2,,67,0.22,7,65,130,230,0.27,0.106,0.153,,0.5,0.033,0.095,0.259,0.68,0.036,4,0,4,4,,0.2,179,,,,,,,,,,,,1.52,0.7,0.23,9,248,"1 cup,  (8 fl oz)",602,"1 can,  (10.75 oz), prepared",0
6256,"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",87.11,61,2.78,3.23,1.46,5.64,0.1,2.62,69,0.22,9,60,95,354,0.54,0.051,0.152,3.5,0.1,0.028,0.107,0.211,0.237,0.034,4,0,4,4,11.8,0.5,147,43,43,0,2,0,0,0,0.02,0.6,25,0.1,1.93,1.147,0.155,10,253,"1 cup,  (8 fl oz)",31.6,1 fl oz,0
6264,"SAUCE,WHITE,THIN,PREPARED-FROM-RECIPE,W/ BUTTER",84.02,72,3.95,2.56,1.18,8.29,0.1,5.29,131,0.22,12,110,167,184,0.47,0.019,0.031,4.7,0,0.068,0.208,0.319,0.392,0.037,10,4,5,13,,0.55,286,84,83,0,5,0,0,1,0.08,,,0.2,1.6,0.656,0.112,8,,,,,0
6285,"SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE",78.56,79,1.84,0.58,1.9,16.72,0.4,10.81,16,0.67,13,30,193,347,0.18,0.1,0.247,1.6,5,0.042,0.063,1.178,0.057,0.087,10,0,10,10,,0,110,6,0,2,65,0,2032,1,0.32,,,1,0.144,0.253,0.117,1,,,,,0
6307,"SAUCE,BARBECUE,KRAFT,ORIGINAL",54.22,172,0.74,0.62,3.65,40.77,0.4,32.26,47,0.79,15,19,247,1242,0.16,0.091,0.126,,0.2,0.023,0.05,0.52,0.165,0.083,,,,,7.1,,196,10,,0,116,3,3556,69,0.66,,,,0.038,0.092,0.082,,16,1 tbsp,146,.5 cup,0
6309,"CAMPBELL'S,CHICK W/ RICE SOUP,COND",83.15,68,1.84,1.64,2,11.28,0.9,0.23,41,0.25,10,42,34,645,0.18,,,,0,,,,,,,,,,,,479,,,,,,,,,,,,0.52,0.69,0.37,4,126,".5 cup, condensed",,,0
1155,"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",3.96,358,35.1,0.72,8.03,52.19,0,52.19,1231,0.31,117,985,1705,549,4.41,0.041,0.02,27.3,5.6,0.413,1.744,0.891,3.23,0.345,50,0,50,50,167.8,3.99,15,4,4,0,1,0,0,0,0.01,0,0,0,0.47,0.19,0.03,18,68,1 cup,91,"1 envelope,  (1-1/3 cup)",0
6311,"CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND",89.1,40,2.38,0.79,1.38,6.35,0,0.79,0,0.29,,,56,690,,,,,0,,,,,,,,,,,,79,,,,,,,,,,,,0.397,0.397,0,4,126,"1 serving, 1/2 cup",,,0
6312,"CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND",83.9,89,1.61,5.65,1.58,7.26,2.4,1.61,0,,,,56,669,,,,,0,,,,,,,,,,,,161,,,,,,,,,,,,1.613,0.806,3.226,4,124,"1 serving, 1/2 cup",,,0
6314,"SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND",89.73,41,3.69,0.63,0.75,5.2,0.8,0.57,8,0,,,,195,,,,,0,,,,,,,,,,,,568,,,,,,,,,,,,0.4,0,0.18,5,243,"1 serving, 1 cup",,,0
6315,"SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND",90.31,37,2.53,0.55,0.9,5.71,0.8,0.37,15,0.09,,,,181,,,,,1,,,,,,,,,,,,334,,,,,,,,,,,,0.17,0.23,0.13,7,240,"1 serving, 1 cup",,,0
6316,"SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND",86.82,51,2.13,0.21,0.8,10.04,1.9,2.13,16,0,,,,195,,,,,1,,,,,,,,,,,,618,,,,,,,,,,,,0.05,0.07,0.08,1,246,"1 serving, 1 cup",,,0
6317,"GRAVY,CAMPBELL'S,BF,FAT FREE",91.1,25,1.69,0,2.2,5.08,0,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,59,.25 cup,,,0
6318,"GRAVY,CAMPBELL'S,COUNTRY STYLE CRM",86.8,76,1.69,5.08,1.34,5.08,0,1.69,0,0,,,,322,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,1.695,,,8,59,.25 cup,,,0
6319,"GRAVY,CAMPBELL'S,COUNTRY STYLE SAUSAGE",78.3,119,3.39,10.17,3.06,5.08,0,1.69,0,0,,,,458,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,2.542,,,17,59,.25 cup,,,0
6320,"GRAVY,CAMPBELL'S,CHICK,FAT FREE",91.7,25,1.69,0,1.52,5.08,,,,,,,,525,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
6321,"GRAVY,CAMPBELL'S,GOLDEN PORK",87.4,76,1.69,5.08,0.74,5.08,0,1.69,0,0,,,,525,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,2.542,,,8,59,.25 cup,,,0
1156,"CHEESE,GOAT,HARD TYPE",29.01,452,30.52,35.59,3.72,2.17,0,2.17,895,1.88,54,729,48,423,1.59,0.627,0.252,5.5,0,0.14,1.19,2.4,0.41,0.08,4,0,4,4,15.4,0.12,1745,486,478,0,91,0,0,0,0.31,0.7,26,3,24.609,8.117,0.845,105,28.35,1 oz,,,0
6322,"GRAVY,CAMPBELL'S,MUSHROOM",91.9,34,0,1.69,1.32,5.08,,1.69,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
6323,"GRAVY,CAMPBELL'S,TURKEY,FAT FREE",90.6,33,1.67,0,1.07,6.67,,,,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,60,.25 cup,,,0
6324,"GRAVY,CAMPBELL'S,BF,MICROWAVABLE",90,42,1.69,1.69,1.53,5.08,0,1.69,0,0,,,,475,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.847,,,0,59,.25 cup,,,0
6325,"GRAVY,CAMPBELL'S,CHICK,MICROWAVABLE",88.5,67,0,5,1.5,5,0,1.67,0,0,,,,433,,,,,0,,,,,,,,,,,,333,,,,,,,,,,,,1.667,,,8,60,.25 cup,,,0
6326,"GRAVY,CAMPBELL'S,TURKEY",89.8,42,1.69,1.69,1.73,5.08,0,1.69,0,0,,,,458,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.847,,,0,59,.25 cup,,,0
6327,"GRAVY,FRANCO-AMERICAN,BF,SLOW RST,FAT FREE",89.6,34,1.69,0,3.62,5.08,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
6328,"GRAVY,FRANCO-AMERICAN,CHICK,SLOW RST,FAT FREE",91.2,34,1.69,0,0.33,6.78,,,,,,,,424,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
6329,"GRAVY,FRANCO-AMERICAN,BF,SLOW RST",89.5,42,1.69,0.85,2.87,5.08,0,0,0,0,,,,525,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
6330,"GRAVY,FRANCO-AMERICAN,CHICK,SLOW RST",90.5,34,1.69,0.85,1.87,5.08,,,,,,,,407,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
6331,"GRAVY,FRANCO-AMERICAN,TURKEY,SLOW RST",88.6,42,1.69,0.85,2.08,6.78,,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1157,"CHEESE,GOAT,SEMISOFT TYPE",45.52,364,21.58,29.84,2.94,0.12,0,0.12,298,1.62,29,375,158,415,0.66,0.564,0.093,3.8,0,0.072,0.676,1.148,0.19,0.06,2,0,2,2,15.4,0.22,1464,407,401,0,77,0,0,0,0.26,0.5,22,2.5,20.639,6.808,0.709,79,28.35,1 oz,,,0
6332,"GRAVY,CAMPBELL'S,TURKEY,MICROWAVABLE",89.6,42,1.67,1.67,2.07,5,0,1.67,0,0,,,,450,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.833,,,0,60,.25 cup,,,0
6333,"CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND",84.8,73,1.61,4.03,0.3,9.68,0.8,2.42,16,0.29,,,77,605,,,,,1,,,,,,,,,,,,242,,,,,,,,,,,,1.21,0.806,2.016,4,124,"1 serving, 1/2 cup",,,0
6334,"CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND",84.4,73,0.81,4.84,2.7,7.26,2.4,0.81,16,0,,,460,516,,,,,0,,,,,,,,,,,,242,,,,,,,,,,,,0.806,2.823,1.21,4,124,"1 serving, 1/2 cup",,,0
6336,"CAMPBELL'S,CRM OF CHICK SOUP,COND",82.45,103,1.76,7.98,1.75,6.03,4.1,0.33,13,0.27,4,28,49,624,0.14,,,,0,,,,,,,,,,,,197,,,,,,,,,,,,2.11,3.75,1.74,9,124,".5 cup, condensed",,,0
6337,"CAMPBELL'S,CRM OF CHICK W/ HERBS SOUP,COND",84.3,65,1.61,3.23,3.6,7.26,0,0.81,0,,,,,645,,,,,0,,,,,,,,,,,,403,,,,,,,,,,,,1.21,1.21,0.806,8,124,".5 cup, condensed",,,0
6338,"CAMPBELL'S,CRM OF MUSHROOM SOUP,COND",84.76,81,1.29,5.5,1.87,6.59,0.6,0.4,8,0.16,3,19,67,697,0.11,0.024,0.036,2.9,0.5,0.01,0.017,0.363,0.148,0.018,,,,,4,,8,,2,0,1,0,0,6,0.58,0.2,9,22.5,0.951,1.284,3.155,0,129,".5 cup, condensed",,,0
6339,"CAMPBELL'S,CRM OF MUSHROOM W/ RSTD GARLIC SOUP,COND",86.2,56,1.61,2.02,2.11,8.06,1.6,0.81,16,0,,,484,387,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.806,0.403,0.806,4,124,".5 cup, condensed",,,0
6340,"CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND",82.2,81,0.81,4.84,4.09,8.06,2.4,3.23,0,0,,,48,645,,,,,0,,,,,,,,,,,,161,,,,,,,,,,,,1.21,1.21,2.419,4,124,"1 serving, 1/2 cup",,,0
6341,"CAMPBELL'S,CRM OF POTATO SOUP,COND",82,71,1.51,1.35,1.82,13.25,1.3,1.44,17,0.34,13,41,165,604,0.15,,,,0.2,,,,,,,,,,,,0,,,,,,,,,,,,0.34,0.28,0.63,1,124,".5 cup, condensed",,,0
6342,"CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND",85.8,81,2.42,4.84,0.5,6.45,0,0,0,0,,,24,694,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,1.613,0.806,2.419,16,124,"1 serving, 1/ 2 cup",,,0
1015,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",81.24,81,10.45,2.27,1.27,4.76,0,4,111,0.13,9,150,125,308,0.51,0.033,0.015,11.9,0,0.02,0.251,0.103,0.524,0.057,8,0,8,8,16.3,0.47,225,68,68,0,6,0,0,0,0.08,0,0,0,1.235,0.516,0.083,12,113,4 oz,226,"1 cup,  (not packed)",0
1159,"CHEESE,GOAT,SOFT TYPE",60.75,264,18.52,21.08,1.58,0,0,0,140,1.9,16,256,26,459,0.92,0.732,0.1,2.8,0,0.07,0.38,0.43,0.68,0.25,12,0,12,12,15.4,0.19,1033,288,283,0,54,0,0,0,0.18,0.4,15,1.8,14.575,4.807,0.501,46,28.35,1 oz,,,0
6343,"CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND",79.1,97,3.23,5.65,3.16,8.87,3.2,0.81,16,0.29,,,56,702,,,,,0,,,,,,,,,,,,806,,,,,,,,,,,,1.21,1.21,2.419,12,124,"1 serving, 1/2 cup",,,0
6349,"CAMPBELL'S RED & WHITE,SCOOBY-DOO SOUP,COND",85.7,56,2.38,1.59,1.5,8.73,0.8,0.79,16,0.57,,,40,627,,,,,0,,,,,,,,,,,,397,,,,,,,,,,,,0.397,0.794,0.397,4,126,"1 serving, 1/2 cup",,,0
6350,"CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND",79.5,87,2.38,1.59,0.66,15.87,0.8,0.79,0,0.57,,,667,381,,,,,0,,,,,,,,,,,,397,,,,,,,,,,,,0.397,0.794,0.397,8,126,"1 serving, 1/ 2 cup",,,0
6351,"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND",74.5,87,0.79,1.59,4.87,18.25,0.8,7.94,0,0.29,,,119,611,,,,,1.9,,,,,,,,,,,,397,,,,,,,,,,,,0.397,0,0.397,0,126,"1 serving, 1/2 cup",,,0
